ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,MGMT_NUM,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,MANUFACTURER,COUNT_BABY_SWING,COUNT_SR_SWING,COUNT_HANDICAP_SWING,COUNT_TIRE_SWING,COUNT_SAUCER_SWING,COUNT_PONY_SWING,INCLUSIVE,EQUIPMENT_AGE_CLASS,POINT
,MON241,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,450241,12,DIGGING TOY,NO BREAKDOWN,BELAIR,,,,,,,,JUNIOR,POINT (-114.1605653 51.0800606)
,ALP003,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,,POINT (-114.1474932 50.9174006)
MUSCLE BUILDER,BOW210,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120210,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.1777824 51.08046)
"BUMBLE BEE
XX ACR 2",OGD791,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.0170027 50.9970503)
,TUS602,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120602,15,SPRING TOY,MULTI BOUNCE,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.2484599 51.1192338)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,HAM461,,CALGARY PARKS,CALGARY PARKS,FITNESS LOG HOP,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1504545 51.1428862)
,RUN248,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,160248,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,SENIOR,POINT (-113.9743318 51.0750112)
,SAN645,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150645,3,CLIMBER,RIBBON SPIRAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.1041577 51.1339881)
,PEN596,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,360596,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,COMBINED,POINT (-113.952479 51.0473953)
MUSCLE BUILDER,SIL261,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120261,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.1951954 51.1056502)
,LKB451,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,320451,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,JUNIOR,POINT (-114.0400227 50.9463618)
,PAN073,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,11,TALK TUBE,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0888596 51.1641629)
,WSP004,,CALGARY PARKS,CALGARY PARKS,LOG,ACTIVE,,4,STATIONARY TOY,STEPPING STONES,,,,,,,,NO,,POINT (-114.2082535 51.0617036)
,ROC191,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110191,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,JUNIOR,POINT (-114.2522526 51.1526833)
GREENWAY,APP904,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR; GREENWAY; CCC/FACD WITH PH 2,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,COMBINED,POINT (-113.9230902 51.0512707)
,NEB301,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,4,STATIONARY TOY,ANIMAL,,,,,,,,,SENIOR,POINT (-113.9461768 50.9239697)
,CHA280,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330280,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.039781 50.8827795)
METAL,GBK590,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440600,2,SLIDE,STRAIGHT SLIDE,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1549073 51.0205625)
,WHI007,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140007,9,MULTI PLAY COMPLEX,,HENDERSON,,,,,,,,SENIOR,POINT (-113.9655997 51.0871942)
,SOW234,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310234,7,TEETER TOTTER SEESAW,SPRING TEETER,PLAYWORLD,,,,,,,,SENIOR,POINT (-114.0864608 50.9641341)
,HOU484,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1102502 51.0644298)
,WBN427,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,310427,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,COMBINED,POINT (-114.124809 50.9432949)
,WHI001,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140001,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-113.9612326 51.0931405)
,RUN265,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,160265,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,SENIOR,POINT (-113.9688251 51.0695471)
,CRE876,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,,,1,,,,SENIOR,POINT (-114.0611691 51.0574392)
"GALLAGHER THE GRASSHOPPER
XX ACR 2",KEL006,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.0872039 50.9871663)
ANIMAL - CHIPMUNK,RAN520,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110520,15,SPRING TOY,ANIMAL,PLAYWORLD,,,,,,,,JUNIOR,POINT (-114.1896008 51.1215023)
,TUS502,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120601,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,KOMPAN,,,,,,,NO,SENIOR,POINT (-114.2510682 51.1120641)
,TAR120,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140120,3,CLIMBER,BILLY GOAT BRIDGE,VIP,,,,,,,,SENIOR,POINT (-113.9376873 51.1118474)
,SIL264,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,PLAY HOUSE,EARTHSCAPE,,,,,,,,,POINT (-114.2065059 51.104521)
,PIN031,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160031,4,STATIONARY TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.9440967 51.0797062)
,TAR318,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,SPINNING POLE,LITTLE TYKES,,,,,,,YES,COMBINED,POINT (-113.9274481 51.1182533)
,WHL493,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,SENIOR,POINT (-114.1029954 51.0584425)
XX ACR 2,SIG745,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,GAMETIME,2,2,0,0,0,0,NO,COMBINED,POINT (-114.1835711 51.0161158)
NO ORTHO OR DAS AT CAPTURE; MAY NEED TO MOVE,STR815,,CALGARY PARKS,CALGARY PARKS,SKATEBOARDER; 2018/04/24: PG EQUIPMENT DONATED THROUGH FUNDRAISING EFFORTS BY COMMUNITY ASSOCIATION WITH PARKS FOUNDATION,ACTIVE,,15,SPRING TOY,VEHICLE,PLAYSTEEL FIT,,,,,,,NO,,POINT (-114.1915612 51.0491258)
,RUN274,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,160274,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,SENIOR,POINT (-113.9608881 51.0781191)
TRAIN,TUS647,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120647,15,SPRING TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.2373914 51.1147124)
,MOP805,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,SENIOR,ACTIVE,130805,1,SWING,NO BREAKDOWN,,0,0,0,0,3,0,,SENIOR,POINT (-114.0837111 51.071603)
XX ACR 2,MOR382,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9336018 51.0826551)
CRAZY CUP,LKV526,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,440526,5,SPINNING TOY,CUP BOWL OR TUB,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.1275688 50.9984259)
,CHW375,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,170375,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1113118 51.0837733)
,HID241,,CALGARY PARKS,CALGARY PARKS,SPIN SEAT,ACTIVE,,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,,,,,,,,NO,,POINT (-114.0999122 51.1567986)
CONFIRM SPATIAL ON NEW ORTHO 2025/03/18,MCK703,,CALGARY PARKS,CALGARY PARKS,HENDERSON CHIME WAVE SOUND PANEL,ACTIVE,,4,STATIONARY TOY,PLAY PANEL,,,,,,,,,,POINT (-113.9797795 50.9181459)
,BOW176,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120176,2,SLIDE,SPIRAL SLIDE,,,,,,,,NO,SENIOR,POINT (-114.2042306 51.0867524)
,GLA621,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,440621,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TYKES,,,,,,,NO,COMBINED,POINT (-114.1421862 51.0120971)
ACR 3 PLAYGROUND IN GOOD CONDITION BUT STILL FENCED OFF,WLD050,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,430050,1,SWING,NO BREAKDOWN,BLUE IMP,2,0,0,0,0,0,NO,JUNIOR,POINT (-114.1554838 51.0635573)
,MLR602,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,,POINT (-114.0923113 50.9197346)
,CPF867,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9288531 50.9168631)
OVERHEAD RING LADDER,DRG542,68 DEER RIDGE WY SE,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,HORIZONTAL CLIMBER,JAMBETTE,,,,,,,NO,,POINT (-114.0235424 50.9277396)
,LKB464,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320464,1,SWING,NO BREAKDOWN,,0,2,0,0,0,0,,SENIOR,POINT (-114.0404735 50.9320456)
,PAN090,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,,SENIOR,POINT (-114.0948981 51.1684353)
,BLN008,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,,,,1,,,SENIOR,POINT (-114.0669979 51.0404496)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,VAR125,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1409067 51.0873002)
,WSP037,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,12,DIGGING TOY,NO BREAKDOWN,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.2196361 51.0658865)
,BLM004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,2,SLIDE,WAVE SLIDE,,,,,,,,NO,SENIOR,POINT (-114.0683345 50.8671421)
,CHV960,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,,,POINT (-114.0624311 51.15901)
,CNS018,,CALGARY PARKS,DEVELOPER CONSTRUCTION,NUCLEO,INSTALLED,,4,STATIONARY TOY,BALANCING,,,,,,,,,,POINT (-113.926931 51.1510198)
,HAW078,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,110078,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,NO,COMBINED,POINT (-114.1818281 51.1375755)
,DOV772,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,350772,2,SLIDE,STRAIGHT SLIDE,,,,,,,,,COMBINED,POINT (-113.9836943 51.0248438)
,EDG152,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,1,,,,,,COMBINED,POINT (-114.153982 51.1364606)
,TEM053,,CALGARY PARKS,CALGARY PARKS,CHIN UP BARS;2019-1-28; NO ORTHO AT TIME OF CAPTURE AND NEEDS TO BE RELOCATED,ACTIVE,,3,CLIMBER,HORIZONTAL CLIMBER,HENDERSON,,,,,,,NO,,POINT (-113.9365734 51.0900145)
,LKV533,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440533,7,TEETER TOTTER SEESAW,FULCRUM,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.1359374 51.0061034)
,WSP029,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,430029,1,SWING,NO BREAKDOWN,GAMETIME,1,1,0,0,0,0,NO,COMBINED,POINT (-114.2188865 51.0555435)
XX ACR 2,CPF864,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,JUNIOR,POINT (-113.9317763 50.9147508)
,MRN004,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,,5,SPINNING TOY,SPINNING POLE,HABITAT SYSTEMS,,,,,,,NO,,POINT (-114.1160082 51.1871075)
XX ACR 2,DRG544,,CALGARY PARKS,CALGARY PARKS,SENIOR; DOUBLE U SWING,ACTIVE,,1,SWING,NO BREAKDOWN,BLUE IMP,,,,,2,,,SENIOR,POINT (-114.0184621 50.9261205)
,BRI672,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,HENDERSON,,,,,,,,,POINT (-114.101724 50.9034002)
DINO,RIV886,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,4,STATIONARY TOY,ANIMAL,,,,,,,,,COMBINED,POINT (-114.005327 50.9776606)
,VAR332,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120332,15,SPRING TOY,ANIMAL,,,,,,,,,SENIOR,POINT (-114.1496122 51.0958067)
,OAK074,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310074,2,SLIDE,STRAIGHT SLIDE,BELAIR,,,,,,,,JUNIOR,POINT (-114.1302043 50.9641474)
,ASP002,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,1,SWING,NO BREAKDOWN,LITTLE TIKES,2,0,0,0,0,0,NO,JUNIOR,POINT (-114.214173 51.0501788)
ANIMAL - CHIPMUNK,RAN029,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110029,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1907681 51.1175702)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,FAL088,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.9434301 51.1076422)
,GAW638,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440638,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,SENIOR,POINT (-114.1156618 51.0187389)
,WAL009,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0382161 50.8695456)
,ALB630,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,COMBINED,POINT (-113.998268 51.041339)
,MCK668,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,PARK N PLAY DESIGN,1,5,,,,,NO,,POINT (-113.9800561 50.9297108)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,WIN850,,CALGARY PARKS,CALGARY PARKS,PULL UP BAR,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.0543255 51.0686748)
,PEN589,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,360589,1,SWING,NO BREAKDOWN,,0,2,0,0,0,0,,COMBINED,POINT (-113.950435 51.0503557)
,COA788,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,430788,2,SLIDE,STRAIGHT SLIDE,BLUE IMP,,,,,,,NO,COMBINED,POINT (-114.181525 51.0572806)
,CRA081,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,6,CLIMBING WALL STRUCTURE,NO BREAKDOWN,KOMPAN,,,,,,,NO,,POINT (-113.9776345 50.8628691)
,WHL492,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,450492,9,MULTI PLAY COMPLEX,NO BREAKDOWN,PLAYWORLD,,,,,,,,COMBINED,POINT (-114.1097509 51.0546975)
,SOM651,,CALGARY PARKS,CALGARY PARKS,GEYSER,ACTIVE,,17,WATER PARK TOY,NO BREAKDOWN,,,,,,,,,,POINT (-114.0774367 50.8982948)
,ASP002,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,15,SPRING TOY,MULTI BOUNCE,GAMETIME,,,,,,,NO,SENIOR,POINT (-114.2141923 51.0501195)
,HAR778,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150778,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0619491 51.1503555)
"DYNAMO BIGGO
XX ACR 3 
GRAFFITI ON SUPPORT STRUCTURE",DDG748,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,,,,1,,,SENIOR,POINT (-113.9810156 50.9337534)
,HID689,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,NO,,POINT (-114.1252295 51.1465883)
,HOU484,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,COMBINED,POINT (-114.1098399 51.064447)
,WAL043,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,,,,,,,,SENIOR,POINT (-114.0335594 50.8705031)
,LKV525,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440525,7,TEETER TOTTER SEESAW,FULCRUM,PARIS,,,,,,,,SENIOR,POINT (-114.1366909 50.9987152)
SPINDLE,NHV814,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,130814,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-114.0876085 51.0937261)
,RDL851,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,450851,1,SWING,NO BREAKDOWN,,2,0,0,0,0,0,,JUNIOR,POINT (-114.0814977 51.0614384)
,CIT417,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,110417,9,MULTI PLAY COMPLEX,NO BREAKDOWN,CHILDSPACE,,,,,,,NO,SENIOR,POINT (-114.1707375 51.1438395)
,STR820,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430820,3,CLIMBER,BILLY GOAT BRIDGE,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1731727 51.0510808)
,NEB701,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9454547 50.9196764)
2020/02/20: PARK REDEVELOPED BY PARKS FOUNDATION; FACD 2019/12/19 BY PARKS MANAGMENT (N BERNARD) NO OFFICIAL CCC OR FAC DOC.  USED 2018/12/19 FOR CCC AS PER R MAY.  PARK INSPECTOR: R MAY,FLN607,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR; 2020/02/20: PG EQUPMENT DO NOT GET REPLACED,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,,,,,,COMBINED,POINT (-113.9714935 51.0437822)
,BED681,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,3,,,,,,COMBINED,POINT (-114.0810661 51.1351853)
ROPE,RCK752,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430752,3,CLIMBER,DOME NET OR WEB CLIMBER,BELAIR,,,,,,,NO,SENIOR,POINT (-114.1506502 51.0387666)
,WHL500,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,450500,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,MIRACLE RECREATION EQUIPMENT,,,,,,,,SENIOR,POINT (-114.1261345 51.0567741)
SERPENTINE,RAM023,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,420023,4,STATIONARY TOY,VEHICLE,,,,,,,,,SENIOR,POINT (-114.0458765 51.0347339)
METAL,LKB506,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,320506,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.0483301 50.9463578)
,DOV769,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,350769,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,COMBINED,POINT (-113.986776 51.0297357)
,CHK009,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310009,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,JUNIOR,POINT (-114.0902188 50.9816102)
,ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,,POINT (-114.0893456 51.0097978)
DINOSAUR,MPK547,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,360547,4,STATIONARY TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.9383931 51.0562648)
,MCI095,,CALGARY PARKS,LEASE HOLDER,JUNIOR/SENIOR; 2019/02/14: AS PER M SECRETO LEASE HOLDER IS TAKING FULL RESPONSIBILTY OF THESE ASSETS,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,0,0,0,0,0,0,,COMBINED,POINT (-114.0171323 51.0899655)
DISCOVERED ASSET,RIC641,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,12,DIGGING TOY,NO BREAKDOWN,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1137783 51.026446)
,SHN626,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,PLAYQUEST,1,1,,,,,,,POINT (-114.0957807 50.9064058)
PLASTIC DINOSAUR,HUN630,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,150630,4,STATIONARY TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.0679522 51.1210528)
,GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,11,TALK TUBE,NO BREAKDOWN,GAME TIME,,,,,,,YES,COMBINED,POINT (-114.1380726 50.9920091)
,APP574,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-113.926615 51.0429382)
,FHT604,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR; DRAGONFLY,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,COMBINED,POINT (-113.9621517 51.0487935)
,BNK857,,CALGARY PARKS,CALGARY PARKS,SENIOR; PLAY PANEL INSTRUMENT; DRUMS,ACTIVE,,4,STATIONARY TOY,PLAY PANEL,,,,,,,,,SENIOR,POINT (-114.1022423 51.0366743)
,DAL099,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,170088,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1413125 51.1070499)
,MCT807,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,340807,15,SPRING TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-113.9732361 50.9130622)
SNAKE,MCT837,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,340837,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.9735761 50.9074371)
,SAD318,,CALGARY PARKS,CALGARY PARKS,SENIOR; SPINNER BOWL,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,,,,,,,,SENIOR,POINT (-113.9285354 51.1298496)
,SCE270,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,COMBINED,POINT (-114.2076316 51.1168463)
,MOR380,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,160380,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-113.9325309 51.0863323)
,EVE965,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,JUNIOR,POINT (-114.1146172 50.9178579)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,ST1009,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/04/21-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.0327039 51.1501097)
METAL,OGD804,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,350804,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0060205 50.9809356)
,ACA191,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320191,2,SLIDE,WAVE SLIDE,,,,,,,,,SENIOR,POINT (-114.0549571 50.9742324)
,CRM306,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,HORIZONTAL CLIMBER,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.2651126 51.0822861)
,RCK756,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,GAMETIME,2,2,0,0,0,0,NO,COMBINED,POINT (-114.1507139 51.0419597)
